5283	9364
1726	5810
9658	3155
8997	988
399	5767
182	7656
8577	8343
4877	5977
6474	4234
5751	261
5083	2455
9004	2782
7549	3369
2046	8329
2943	1767
8617	4831
1130	5365
7852	370
2356	3016
6502	7305
1496	2070
3691	2773
8298	247
940	6259
9666	6988
3886	7857
1779	5946
689	9413
1031	9053
7304	4283
2429	2386
7219	9473
8483	9811
307	3082
6474	6326
5286	3196
2731	1474
491	8587
2456	7564
5065	9336
9453	577
4053	1723
9766	7427
3340	3534
8073	4545
6966	4539
2500	3900
9109	3085
1103	4393
8181	6708
9570	8557
9975	9970
7296	2597
4932	4047
7783	3017
6458	4940
7706	3820
8581	6269
7267	5735
1669	3960
4830	3744
6269	7838
5990	1784
6093	2068
6707	1873
9004	851
318	705
4766	6115
3246	5010
7486	3784
8857	4252
1127	1500
3653	4294
7754	8206
9687	8373
2921	4769
4817	2199
1165	8302
3328	6095
5063	5389
706	8904
7446	9384
9123	6720
3116	7802
7378	3713
7227	3158
6405	8997
4983	164
9879	9478
418	3186
5803	550
4872	4281
4895	7524
3935	4136
7267	3730
6651	4004
1914	5192
9307	4033
9055	9261
5798	4848
7702	1978
5246	4790
4003	5731
2196	912
2071	5537
228	2047
7364	8355
4298	7119
7953	9103
4791	7312
321	675
6820	1882
6562	3236
6162	9843
6203	4230
4322	2150
515	7844
890	2162
1885	6315
2060	8031
2224	8109
8658	3527
6184	9051
958	9906
7789	4970
1493	352
5303	4795
1676	3827
8349	4738
1764	8765
2843	9801
1433	8727
1633	3376
1174	1936
3193	7103
2387	2110
7565	5093
7335	7454
3632	5203
2427	640
5384	5924
6172	7487
574	1625
4580	4957
9337	9177
5500	9834
2986	8644
5321	4168
4137	9063
3394	3791
927	861
7169	9525
9478	6024
9171	9186
3701	6779
3833	3948
6126	7171
9383	5450
8470	2364
7772	1565
9260	7950
2632	5384
5507	5506
8116	5228
4017	3296
3337	7977
7830	1476
5817	4285
3692	3035
1387	4358
9622	8918
3058	3973
6136	4781
9602	3512
6582	4659
1664	8453
6203	259
6575	4929
3891	7980
3818	6592
421	3261
1359	7469
104	6800
4207	6540
1252	1189
4362	9004
3455	3649
6003	3590
9721	9391
4439	6164
2597	6738
2683	1514
5022	7138
6974	449
5626	9374
304	5586
6838	9588
9563	7066
7846	5069
6818	8289
1817	4907
3892	5958
1485	6953
5659	2023
6788	3251
2084	3226
1944	8405
2463	7637
2688	7503
3769	6424
5611	1757
3508	3792
7633	6822
6224	1614
2764	4706
3710	2474
1901	7972
6620	9503
5004	7854
6995	7917
9393	3157
5823	2135
1859	7490
6984	135
870	9270
7349	9170
3735	5670
6580	6904
1273	8700
9920	2106
9448	3186
5289	7573
1206	9138
129	8027
9993	1460
2131	3591
601	9000
3346	1641
449	4387
9141	6373
1561	6254
8355	8827
9856	4490
5690	5040
299	1757
653	5045
6854	4986
6627	1108
1487	820
689	7822
2612	2207
1414	3528
8477	4336
471	7702
8010	5244
1218	2593
9560	7288
2434	4714
3903	1562
4165	2107
8268	3904
2798	5588
1025	7701
4725	8015
1975	1222
3756	2913
8463	2828
3160	4490
4641	2940
7825	3915
4626	5545
1778	6475
1095	5125
7112	7781
4857	9296
6158	6220
8898	3143
6138	822
1505	8405
8340	5363
8435	5944
8790	9207
271	829
776	577
3952	1853
5772	2111
4976	6993
1933	800
9822	7918
1252	9620
5670	7948
3213	6694
8504	3448
9322	5950
2682	7922
9889	7501
3059	8314
4528	5162
8695	2539
6461	5325
2785	4116
9628	779
4632	9509
6250	6987
1795	1838
7740	7150
5836	5924
5770	173
2620	8183
351	2026
3084	3303
1181	8180
1001	4601
838	2444
8442	5774
2030	5464
1656	7016
4759	2798
5215	265
2441	504
4043	2674
946	6669
8931	4092
5720	8207
500	8840
581	7891
2431	4981
6330	2029
5562	5876
986	7252
2770	6783
179	2296
5354	1287
1231	8431
8195	6766
5486	8694
3619	6096
8005	3565
1543	7141
6538	6649
4650	728
7393	9831
4142	1089
9101	3975
1255	7562
6202	653
9246	4764
5775	6217
4248	5377
3140	1318
6534	2718
2138	3580
7435	8300
194	7925
5235	1639
7477	4695
9515	5064
1404	6170
9972	455
9415	8778
1050	844
116	4683
2051	4783
5642	7081
3111	4478
9181	1077
8077	5060
8590	8604
4504	6193
9602	3940
6546	6414
697	7792
8197	6781
618	485
6906	1306
3920	9386
142	9909
9797	4926
4226	2164
4441	353
115	2718
475	3737
7424	581
9949	5456
9136	4817
4466	3530
7516	1281
6974	4946
638	1817
1708	9331
2300	7912
884	9104
1027	1767
5596	4743
9113	5684
3983	942
2894	278
1748	5819
1905	2063
2075	8069
9572	5119
6144	9072
669	8896
7621	1527
877	7351
8372	8564
8381	8242
2027	5770
9290	3278
3667	6532
7598	4454
4283	134
3169	2440
7246	1089
2805	3621
1980	3428
8504	7804
8925	6562
3594	5152
4678	6003
2075	1963
4196	9505
1760	5432
8634	9145
8651	6464
7613	5973
8619	5608
7292	3510
230	6761
5022	3538
9770	3995
5714	468
778	4927
4371	1014
639	8025
6697	3022
1229	8733
3373	9281
6800	3312
7539	546
420	1809
2956	6280
8711	4286
9525	6947
9837	1547
1902	8417
4098	2941
7091	2799
558	8997
3677	2139
964	8315
9426	2428
1547	3130
6504	8142
933	9464
7487	2496
7719	2106
2374	7358
9603	2024
9848	1153
1179	8566
1045	9439
4802	3552
7774	8278
4731	6176
9465	7147
534	9918
1507	4645
140	4024
1209	7481
7771	212
8389	3972
9170	5789
5691	9594
8488	317
3869	9428
4179	8199
8127	5479
8741	3247
7114	4056
1630	122
986	5518
3297	6029
1127	4399
141	1971
6166	4325
9269	104
3081	9932
7539	2684
9382	2074
5255	9371
406	8558
3888	4651
6685	7663
2987	9324
7870	8885
4174	6372
1313	7778
7185	1465
4870	9295
5958	3855
1388	916
9918	702
6078	1467
2638	7916
6236	1770
3378	5116
8857	9248
8547	232
2936	7140
7105	8533
3802	3775
3682	8217
2323	5256
9209	8526
9592	499
7102	4568
6643	7209
5737	7975
9181	3433
7377	6705
8076	1328
9217	8265
1323	7479
2077	2111
9281	3854
9843	1495
8445	2021
2583	5919
3677	261
9750	845
7747	9422
1083	6132
3749	1698
7992	4450
3414	7953
4098	5178
1126	4553
4234	6299
2953	2497
9912	3068
1251	1984
6548	555
8716	224
7357	9548
582	8319
8247	9383
9868	4713
4256	3462
6375	2880
3680	4297
9001	4032
609	7337
5809	9502
4688	5930
7038	7044
2641	5898
3203	7632
7473	5297
5805	7621
7627	9833
5696	5508
8911	3297
8530	5108
2268	5375
8689	7412
8937	8487
8898	7884
4826	6989
5159	9011
8441	4309
1641	6056
3479	5642
3266	1233
9377	6548
7154	6889
379	1562
5701	7398
8802	9398
1120	6918
2103	7418
5896	4298
8034	7113
5199	5517
333	3288
1749	2096
8148	2901
924	1906
274	1380
7069	8018
4612	2669
2285	2753
2190	6269
1217	1315
7117	4205
7848	7871
4127	4242
5361	3641
6344	4133
8138	1249
9668	1985
